Ragione sociale,Partita IVA,"ATECO 2007
codice",Provincia,Indirizzo sede legale - Regione,Website,Unnamed: 0,_url,depth,base_url,status,code,has_keyword
CRISTIAN S.R.L.,527590483.0,151209,Firenze,Toscana,www.cristianspa.com,,,,,,,
CALZATURIFICIO SILVANO SASSETTI SRL,1496450444.0,152010,Fermo,Marche,www.silvanosassetti.it,,,,,,,
CALZATURIFICIO NAPOLEONI S.R.L.,909360430.0,152010,Macerata,Marche,www.napoleoni.it,,,,,,,
MONTELPARE SRL,1567510449.0,152010,Fermo,Marche,www.andreamontelpare.com,,,,,,,
CALANDRINI S.R.L.,592071203.0,151200,Bologna,Emilia-Romagna,www.calandrini.it,,,,,,,
AFG SRL,1884410430.0,152010,Macerata,Marche,www.afgitaly.com,,,,,,,
SABATINI CALZATURE S.R.L.,2572540546.0,152010,Perugia,Umbria,www.sabatinicalzature.com,,,,,,,
CONCERIA EMMEDUE SRL,793250242.0,151100,Vicenza,Veneto,www.conceriaemmedue.com,,,,,,,
BELTRAME LUCIANO S.R.L.,2336530288.0,152020,Padova,Veneto,beltrameluciano.com,,,,,,,
ADLER DI MARANA LINO & C. S.R.L.,1274040243.0,151100,Vicenza,Veneto,http://www.adler-chemicals.com,,,,,,,
ANNA ROSSI S.R.L.,3527110161.0,151209,Bergamo,Lombardia,anna-rossi.it/language/it,,,,,,,
CALZATURIFICIO SUSIMODA S.R.L. IN FORMA BREVE SUSIMODA S.R.L.,1574680243.0,152000,Vicenza,Veneto,www.susimoda.it,,,,,,,
MORELLINO S.R.L.,202870507.0,151100,Pisa,Toscana,morellinopelli.it,,,,,,,
OLTREDONNA S.R.L.,8646931009.0,151209,Teramo,Abruzzo,oltredonna.com,,,,,,,
SOLETTIFICIO VIGNA S.R.L.,964400295.0,152020,Rovigo,Veneto,solettificiovigna.com,,,,,,,
ERRE EMME SUOLE SRL,1163930439.0,152020,Macerata,Marche,www.rmsuole.com,,,,,,,
MAROCCHINERIE E SCAMOSCERIE ITALIANE - SOCIETA' A RESPONSABILITA' LIMITATA,475740015.0,151100,Torino,Piemonte,www.mesi.it,,,,,,,
SOLETTIFICIO COMPAGNONE SRL,7338670156.0,152020,Milano,Lombardia,www.solettificiocompagnone.it,,,,,,,
CALZ. MARIA LUISA S.R.L.,346570443.0,152010,Fermo,Marche,www.marialuisa.info,,,,,,,
PINEIDER 1774 S.R.L.,9561740961.0,151209,Firenze,Toscana,www.pineider.com,,,,,,,
TERI S.R.L. IN LIQUIDAZIONE,949690184.0,152020,Pavia,Lombardia,http://www.apcsrl.it,,,,,,,
B & C COMPANY S.R.L.,6613030482.0,151209,Firenze,Toscana,www.becpelletterie.it,,,,,,,
PREFINITI SIMON S.R.L.,1746000437.0,152020,Macerata,Marche,www.prefinitisimon.com,,,,,,,
TRE BI - S.R.L.,238660260.0,152020,Treviso,Veneto,http://www.tre-bi.it,,,,,,,
CONCERIA CARAVAGGIO S.R.L.,1732670508.0,151100,Pisa,Toscana,www.conceriacaravaggio.it,,,,,,,
CONCERIA CAPONI GIUSEPPE & C. S.R.L.,1162340507.0,151100,Pisa,Toscana,www.conceriacaponigiuseppe.it,,,,,,,
CONCERIA PUCCINI ATTILIO S.R.L.,974020505.0,151100,Pisa,Toscana,www.conceriapuccini.com,,,,,,,
ERCOLI S.R.L.,1063150443.0,152010,Fermo,Marche,www.vittorioercoli.it,,,,,,,
RUCOLINE S.R.L.,1820620548.0,152010,Perugia,Umbria,www.rucoline.com,,,,,,,
CALZATURIFICIO BELLOFATTO AIMONE S.R.L. .,851340505.0,152010,Pisa,Toscana,www.calzaturificiobellofatto.it,,,,,,,
CONCERIA NUOVA GRENOBLE - S.R.L.,1038650501.0,151100,Pisa,Toscana,www.pellealvegetale.it/concerie/nuova-grenoble/,,,,,,,
S.R.L. CALZATURIFICIO BELLO',3182310270.0,152010,Venezia,Veneto,www.calzaturificiobello.it,,,,,,,
OPTIMA MOLLITER SRL,1702040443.0,152010,Macerata,Marche,www.molliter.com,,,,,,,
FRANZINI S.R.L.,1822880231.0,152010,Verona,Veneto,franzini.eu,,,,,,,
EUROPELL S.R.L.,4410780482.0,151100,Firenze,Toscana,www.europellsrl.it,,,,,,,
DORA' S.R.L.,2700060243.0,151100,Vicenza,Veneto,www.doraonline.it,,,,,,,
CDIVERTIAMO S.R.L.,4175250275.0,152010,Venezia,Veneto,www.cdivertiamo.com,,,,,,,
CONCERIA TRE EFFE S.R.L.,653080507.0,151100,Pisa,Toscana,treeffegroup.it,,,,,,,
ROC CONCIARIA SRL,1659660441.0,151100,Fermo,Marche,www.rocpellami.com,,,,,,,
GSB SRL,2122140441.0,152020,Fermo,Marche,www.gsbsrl.it,,,,,,,
SEIPO SRL,892920885.0,151100,Ragusa,Sicilia,www.seipo.it,,,,,,,
PELLETTERIA 2B S.R.L.,5935650480.0,151209,Firenze,Toscana,www.leatherluxury.it,,,,,,,
CONCERIA NUOVA LEON S.R.L.,2036350243.0,151100,Vicenza,Veneto,www.nuovaleon.com,,,,,,,
DREAMPELL S.R.L.,5147360480.0,151209,Firenze,Toscana,www.dreampell.it,,,,,,,
DOGI INTERNATIONAL SRL,3694960240.0,151100,Vicenza,Veneto,www.dogiinternational.com,,,,,,,
MAXI SUOLA S.R.L.,2003790405.0,152020,Forlì-Cesena,Emilia-Romagna,www.maxisuola.it/,,,,,,,
BONAUDO CONTI S.P.A.,227050168.0,151100,Milano,Lombardia,http://www.conceriaconti.biz,,,,,,,
FRU.IT S.R.L.,1916310442.0,152010,Fermo,Marche,www.fru.it,,,,,,,
CALZATURIFICIO DI GIUSEPPE S.R.L.,2737321212.0,152010,Napoli,Campania,www.digiuseppe.it,,,,,,,
CONCERIA LUFRAN S.R.L.,1339930503.0,151100,Firenze,Toscana,concerialufran.it,,,,,,,
M & M CALZATURIFICIO S.R.L.,3402740264.0,152010,Treviso,Veneto,www.wildsideshoes.com,,,,,,,
BERVICATO S.R.L.,8073071212.0,152010,Caserta,Campania,www.bervicato.com,,,,,,,
CONCERIA A TEMA SRL,1888960505.0,151100,Pisa,Toscana,www.a-tema.com,,,,,,,
CALZATURIFICIO COSMO S.R.L.,113410500.0,152010,Pisa,Toscana,calzaturificiocosmo.it,,,,,,,
SUOLIFICIO SQUADRONI SRL,470060443.0,152020,Fermo,Marche,www.squadroni.info,,,,,,,
VALIGERIA TASCA ATTILIO S.R.L.,2135770127.0,151209,Varese,Lombardia,valigeriatasca.com,,,,,,,
ELLEGI PELLAMI S.P.A. SOCIETA' BENEFIT,1384180509.0,151100,Pisa,Toscana,www.ellegipellami.it,,,,,,,
LACCHIPLAST S.R.L.,1965150541.0,152010,Perugia,Umbria,www.lacchiplast.it,,,,,,,
CLASSIC LEATHER ITALIA SOCIETA' A RESPONSABILITA' LIMITATA,6374240486.0,151100,Firenze,Toscana,www.classicleatheritalia.com,,,,,,,
MASTERTAN S.R.L.,2343390643.0,151100,Avellino,Campania,www.mastertan.com,,,,,,,
CONCERIA BRUTTOMESSO S.R.L.,519060248.0,151100,Vicenza,Veneto,www.conceriabruttomesso.it,,,,,,,
CAPARRINI S.R.L.,4091300485.0,152010,Firenze,Toscana,http://www.caparrini.it,,,,,,,
COMART S.R.L. UNIPERSONALE,1680220447.0,152010,Fermo,Marche,www.comartshoes.it,,,,,,,
I.S.G. ITALIAN STYLISTIC GROUP S.R.L.,1674230162.0,151200,Bergamo,Lombardia,guidoangeloni.com,,,,,,,
CALZATURIFICIO STRAFFORD S.R.L.,1943300275.0,152010,Venezia,Veneto,www.straffordshoes.com,,,,,,,
CALPIERRE S.R.L.,1391091210.0,152010,Napoli,Campania,www.calpierre.it,,,,,,,
CONCERIA F.3 INT'L S.R.L.,2639420641.0,151100,Avellino,Campania,www.conceriaf3.com,,,,,,,
DESIGN LAB ITALIA S.R.L. UNIPERSONALE,1902690443.0,152010,Fermo,Marche,www.designlabitalia.com,,,,,,,
SANTIPEL S.R.L.,4128780485.0,151209,Firenze,Toscana,santipel.com,,,,,,,
ASSIA TREND SRL,1723140446.0,152010,Fermo,Marche,http://www.assiatrend.it,,,,,,,
EXTON S.R.L.,3351470616.0,152010,Caserta,Campania,exton.it,,,,,,,
REPORTAGE S.R.L.,399530443.0,152010,Fermo,Marche,www.torresi.it,,,,,,,
LOMER S.R.L.,1130840265.0,152010,Treviso,Veneto,www.lomer.it,,,,,,,
CALZATURIFICIO SANDY SHOES S.R.L.,1500800469.0,152010,Lucca,Toscana,sandyshoes.it,,,,,,,
CALZATURIFICIO FARIDA S.R.L.,118220524.0,152010,Siena,Toscana,www.farida.it,,,,,,,
SUOLIFICIO MANNINI ROMANO S.R.L.,734230444.0,152020,Fermo,Marche,suolificiomannini.it,,,,,,,
CALZATURIFICIO GRO NELL S.R.L.,2087580235.0,152010,Verona,Veneto,www.gronell.it,,,,,,,
FREMILLU' CALZATURE S.R.L.,5444821218.0,152010,Napoli,Campania,giannidelprete.it,,,,,,,
C.B.R. TACSTILE S.R.L.,2330620408.0,152010,Forlì-Cesena,Emilia-Romagna,www.cbr-tacstile.com,,,,,,,
CONCIARIA MONDOVI' S.R.L.,2791980044.0,151100,Cuneo,Piemonte,conciariamondovi.com,,,,,,,
MEDIKA ITALIA S.R.L.,2062730235.0,152000,Verona,Veneto,www.medikaitalia.it,,,,,,,
YOBEL S.R.L.,5312840480.0,151209,Firenze,Toscana,www.pelletteriayobel.it,,,,,,,
FARBOPELLI S.R.L.,3288050242.0,151100,Vicenza,Veneto,www.farbopelli.it,,,,,,,
CALZATURIFICIO LOISI S.R.L,1824490500.0,152010,Pisa,Toscana,www.loisishoes.it,,,,,,,
TECNOPELLI S.R.L.,876610247.0,151100,Vicenza,Veneto,http://www.tecnopelli.com,,,,,,,
CALZATURIFICIO PANIZZOLO ANTONIO S.R.L.,2872360272.0,152010,Venezia,Veneto,http://www.panizzoloantonio.com,,,,,,,
PANTOFOLA D'ORO SPA,1427260672.0,152010,Ascoli Piceno,Marche,www.pantofoladoro.com,,,,,,,
PLINIO VISONA' S.R.L.,1314910249.0,151209,Vicenza,Veneto,pliniovisona.com,,,,,,,
BLUDUE S.R.L.,4370701213.0,151209,Napoli,Campania,www.bludue.com,,,,,,,
MAFFEI33 S.R.L.,2917260644.0,151100,Milano,Lombardia,www.maffei33.it,,,,,,,
SATY S.R.L.,2350380248.0,152010,Vicenza,Veneto,www.bioline-saty.it,,,,,,,
CALZATURIFICIO ORMEDA S.R.L.,829880434.0,152010,Macerata,Marche,http://www.calzaturificioormeda.com,,,,,,,
CALZATURIFICIO HEROS S.R.L.,990820441.0,152010,Fermo,Marche,heroscalzature.it,,,,,,,
DADA SRL,2249790441.0,152010,Ascoli Piceno,Marche,www.meline.it,,,,,,,
CALZATURIFICIO ELIO'S SOCIETA' A RESPONSABILITA' LIMITATA ENUNCIABILE ANCHE CALZATURIFICIO ELIO'S S.R.L.,909990434.0,152010,Macerata,Marche,www.elios.it,,,,,,,
CF & P SRL IN LIQUIDAZIONE,6277650484.0,151209,Firenze,Toscana,http://www.cfepsrl.com,,,,,,,
COLONNELLI GROUP S.R.L.,12867951001.0,151209,Roma,Lazio,www.colonnellimanifatture.com,,,,,,,
SAURO S.R.L.,3209370125.0,152010,Varese,Lombardia,www.sauroshoes.it,,,,,,,
L.A.S. SRL,1489300432.0,152020,Macerata,Marche,www.laserartstyle.it,,,,,,,
MAESTRO SHOES S.R.L.,6667260480.0,152010,Firenze,Toscana,pasc.it,,,,,,,
CALZATURIFICIO LE.PI. S.R.L.,1520790435.0,152010,Macerata,Marche,www.calzatureperbambini.com,,,,,,,
PRIMO CECILIA S.R.L.,964510572.0,152010,Rieti,Lazio,www.primocecilia.com,,,,,,,
NUOVO NICAR - S.R.L.,942540501.0,152010,Pisa,Toscana,www.thesandalsfactory.com,,,,,,,
ALBATROS S.R.L.,3530720485.0,151200,Firenze,Toscana,www.albatros-accessories.it,,,,,,,
FANCY S.R.L.,1395980434.0,152010,Fermo,Marche,www.calzaturificiofancy.it,,,,,,,
CONCERIA NUOVA ALBORA S.R.L.,1476030505.0,151100,Pisa,Toscana,www.nuovaalbora.it,,,,,,,
CREATIVE LEATHERS S.R.L.,2626520247.0,151100,Vicenza,Veneto,www.creativeleathers.com,,,,,,,
CONCERIA LA PERLA AZZURRA - S.R.L.,1126290509.0,151100,Pisa,Toscana,www.eng.laperlaazzurra.com,,,,,,,
CONCERIA LO STIVALE S.R.L.,1234820502.0,151100,Pisa,Toscana,www.lostivale.it,,,,,,,
PELLETTERIE GIUDI S.R.L.,403970437.0,151209,Macerata,Marche,www.giudi.com,,,,,,,
CALZATURIFICIO PRINCES SRL,728420449.0,152010,Fermo,Marche,www.joghost.com,,,,,,,
HARRIS SHOES - 1913 - S.R.L.,4098090485.0,152010,Firenze,Toscana,harrisshoes.it,,,,,,,
CONCERIA WALPIER S.R.L.,122790504.0,151100,Pisa,Toscana,www.conceriawalpier.it,,,,,,,
MOTTA PELLI SRL,693560963.0,151100,Monza e della Brianza,Lombardia,www.mottapelli.191.it,,,,,,,
LEATHER TEAM S.R.L.,2674970245.0,151100,Vicenza,Veneto,www.leatherteamsrl.it,,,,,,,
TACCHIFICIO IL GABBIANO S.R.L.,445630502.0,152020,Pisa,Toscana,www.tacchificioilgabbiano.it,,,,,,,
MERIDIANA S.R.L.,1192170502.0,151100,Pisa,Toscana,www.meridianaindustriaconciaria.com,,,,,,,
SACCARDI PELLETTERIE - S.R.L.,4866610480.0,151209,Firenze,Toscana,www.saccardi.it,,,,,,,
BIGIONI SRL,2404900447.0,152010,Fermo,Marche,dinobigioni.com,,,,,,,
GIOVE SOCIETA' A RESPONSABILITA' LIMITATA ENUNCIABILE ANCHE GIOVE S.R.L.,1536120437.0,152010,Macerata,Marche,www.parisienneshoes.com,,,,,,,
BIASIOTTO ITALIA S.R.L.,3687880249.0,152020,Vicenza,Veneto,www.biasiotto.it,,,,,,,
CALZATURIFICIO EMMEBLU S.R.L.,7136210726.0,152010,Barletta-Andria-Trani,Puglia,www.altramarea.it,,,,,,,
PUNTO R S.R.L.,7536071215.0,152010,Napoli,Campania,robertorubino.it,,,,,,,
CALZATURIFICIO BIQUATTRO S.R.L.,1318270467.0,152020,Lucca,Toscana,www.calzaturificiobiquattro.it,,,,,,,
I.G.F. S.R.L. ITALIAN GROUP OF FACTORIES,5615520722.0,152010,Barletta-Andria-Trani,Puglia,www.easywalk.it,,,,,,,
METALLURGICA LOMBARDA S.R.L.,814370151.0,152020,Milano,Lombardia,http://www.metalo.it,,,,,,,
LOREN S.R.L.,317960268.0,152010,Treviso,Veneto,www.loren.it,,,,,,,
BABI INDUSTRIA CONCIARIA SRL,2235210248.0,151100,Vicenza,Veneto,www.babileather.it,,,,,,,
MARCH S.R.L.,695540211.0,151200,Bolzano/Bozen,Trentino-Alto Adige,www.march.it,,,,,,,
TORINO LEATHER INTERIORS S.R.L. SIGLABILE TLI SRL,9550740014.0,151209,Torino,Piemonte,www.tlisrl.it,,,,,,,
CREATIVITY SRL,5633280481.0,151209,Firenze,Toscana,www.creativitysrl.it,,,,,,,
BRM GROUP S.R.L.,2355920501.0,152020,Pisa,Toscana,www.brmgroup.it,,,,,,,
BLUPELL S.R.L.,2954300246.0,151100,Vicenza,Veneto,www.blupell.it,,,,,,,
FRATELLI BORGIOLI - S.R.L.-,541050480.0,152010,Firenze,Toscana,fratelliborgioli.com,,,,,,,
CALZATURIFICIO DOVER - S.R.L.,1085230504.0,152010,Pisa,Toscana,www.danilobonfanti.it,,,,,,,
TRADIGO GIOVANNI S.R.L.,1151320155.0,152000,Milano,Lombardia,www.tradigo.it,,,,,,,
MARYAM S.R.L.,2093290506.0,151100,Pisa,Toscana,www.conceriamaryam.it,,,,,,,
LA REPO S.R.L.,1211450448.0,152000,Fermo,Marche,www.repo-srl.com,,,,,,,
"FABBRICA PELLETTERIE MILANO S.P.A. O, IN FORMA ABBREVIATA, F.P.M. S.P.A.",6746000964.0,151209,Milano,Lombardia,www.fabbricapelletteriemilano.eu,,,,,,,
CALZATURIFICIO ELENA S.R.L.,2492180233.0,152010,Verona,Veneto,elenashoes.it,,,,,,,
STILMODA S.R.L.,577850985.0,152010,Brescia,Lombardia,stilmodashoes.com,,,,,,,
INOVIKA S.R.L.,4218910265.0,152010,Treviso,Veneto,www.inovika.it,,,,,,,
MADISON S.R.L.,1909400507.0,151100,Pisa,Toscana,www.madisonsrl.com,,,,,,,
NICE S.R.L. (NUOVA INDUSTRIA CONCIARIA EUROPEA S.R.L.),1653820249.0,151100,Vicenza,Veneto,www.concerianice.com,,,,,,,
CALZATURE BEPPE S.R.L.,380090431.0,152010,Macerata,Marche,www.halmanera.it,,,,,,,
ANDERSON'S S.R.L.,150630341.0,151209,Parma,Emilia-Romagna,http://www.anderson.it,,,,,,,
OFFICINARTIGIANA S.R.L.,5398601210.0,151209,Napoli,Campania,www.officinartigiana.it,,,,,,,
ASTORFLEX S.R.L.,2495620201.0,152010,Mantova,Lombardia,www.astorflex.it,,,,,,,
EUROPEAN GROUP S.R.L.,13379230157.0,152020,Milano,Lombardia,www.europeangroup.it,,,,,,,
M&C PELLETTERIA ARTIGIANA S.R.L.,10129210968.0,151209,Milano,Lombardia,www.mcpelletteriaartigiana.it,,,,,,,
CALZATURIFICIO LANCIOTTI A.R. S.R.L.,1771460449.0,152010,Fermo,Marche,www.lanciottideverzi.com,,,,,,,
RIVADAVIA INDUSTRIA CONCIARIA S.P.A.,1419380504.0,151100,Pisa,Toscana,www.rivadavia.net,,,,,,,
SIM.TO.PEL. S.R.L.,11873800152.0,151100,Milano,Lombardia,www.simtopel.com,,,,,,,
KYBUN JOYA PRODUKTION ITALY SRL,4234070268.0,152010,Treviso,Veneto,kybunjoya.swiss,,,,,,,
GI.VI.PLAST S.R.L.,1442500441.0,152020,Fermo,Marche,giviplast.com,,,,,,,
FRANCESCO RUSSO S.R.L.,8704601213.0,152010,Caserta,Campania,www.francescorussosrl.it,,,,,,,
CALZATURIFICIO ESTER S.R.L.,2130990183.0,152010,Pavia,Lombardia,www.calzaturificioester.it,,,,,,,
EMMETIERRE S.R.L.,3168520488.0,151209,Firenze,Toscana,www.emmetierre.it,,,,,,,
FERCA 81 S.R.L.,995630308.0,152010,Udine,Friuli-Venezia Giulia,www.ferca81.com,,,,,,,
CO. GE. ECOLOGICA S.R.L.,442780938.0,151100,Pordenone,Friuli-Venezia Giulia,www.cogeservizi.it,,,,,,,
CARIBU SRL,9512890154.0,152010,Milano,Lombardia,shop.henrybeguelin.it,,,,,,,
CRISTIAN MARCUCCI S.R.L. SOCIETA' BENEFIT,6513400488.0,151209,Firenze,Toscana,www.marcuccigroup.com,,,,,,,
CROCOLUX SRL,9828760968.0,151209,Milano,Lombardia,www.crocolux.it,,,,,,,
CORAME S.R.L.,7357920961.0,151209,Monza e della Brianza,Lombardia,corame.it,,,,,,,
SABENA CALZATURIFICIO S.R.L.,4563540261.0,152010,Treviso,Veneto,www.cronoteam.it,,,,,,,
FITWELL 4.0 S.R.L.,5048870264.0,152010,Treviso,Veneto,www.fitwellsrl.it,,,,,,,
FINEST SHOES S.R.L. IN LIQUIDAZIONE,439310483.0,152010,Lucca,Toscana,www.atlanticstars.it,,,,,,,
IDEA 84 S.R.L.,1037300447.0,152020,Fermo,Marche,www.idea84.com,,,,,,,
PINK SHOES S.R.L.,6309630728.0,152010,Barletta-Andria-Trani,Puglia,www.pinkshoes.it,,,,,,,
BRUNO TROTTI CALZATURE S.R.L.,2076210448.0,152010,Fermo,Marche,www.lemare.it,,,,,,,
LABEL - STORE INDUSTRIES S.R.L.,3729490262.0,151209,Treviso,Veneto,www.labelstoreindustries.it,,,,,,,
GALLIATE PELLI S.R.L.,1286440035.0,151100,Novara,Piemonte,www.galliatepelli.it,,,,,,,
ELLEDUESSE CONTRAFFORTI S.R.L.,3513590152.0,152020,Milano,Lombardia,elleduesse.it,,,,,,,
ARKE' CONCERIA SRL,2293280505.0,151100,Pisa,Toscana,arkeconceria.com,,,,,,,
MAURIZI S.R.L,1413830439.0,152010,Macerata,Marche,eliamaurizi.eu,,,,,,,
STUDIO PELLE PELLETTERIA - S.R.L.,2215840485.0,151209,Firenze,Toscana,www.studiopelle.it,,,,,,,
PISTOLESI - S.R.L.,1151690508.0,151100,Pisa,Toscana,www.pistolesisrl.it,,,,,,,
QUALITY S.R.L.,1179810435.0,152020,Macerata,Marche,www.suolificioquality.it,,,,,,,
CALZATURIFICIO GALLO S.R.L.,8246011210.0,152010,Napoli,Campania,www.francescobenigno.it,,,,,,,
ROMA S.R.L.,2022110676.0,151209,Teramo,Abruzzo,romapelletterie.it,,,,,,,
STUDIOART LEATHER INTERIORS SRL,3869430243.0,151100,Vicenza,Veneto,www.studioart.it,,,,,,,
CONCERIA COPAR PELLAMI S.R.L.,3977690241.0,151100,Vicenza,Veneto,www.coparsrl.it,,,,,,,
SUOLIFICIO STELLA S.R.L.,1282370442.0,152020,Fermo,Marche,stellasolesfactory.com,,,,,,,
NEW SAFETY WORK S.R.L.,6211400723.0,152020,Barletta-Andria-Trani,Puglia,www.newsafetywork.it,,,,,,,
MANIFATTURA TOSCANA PELLAMI S.R.L.,1439560507.0,151100,Pisa,Toscana,http://www.mtpellami.it/,,,,,,,
VERDI FASHION S.R.L.,2211750985.0,152010,Brescia,Lombardia,www.verdi-italy.com,,,,,,,
VOGUE FINISH S.R.L.,209110501.0,151100,Pisa,Toscana,www.voguefinish.it,,,,,,,
ROMAGNOLI RONDINELLA S.R.L.,981270432.0,152010,Macerata,Marche,www.rondinellashoes.com,,,,,,,
SIGNORIN ILARIO S.R.L.,2066310240.0,151100,Vicenza,Veneto,www.signorinilario.it,,,,,,,
PELLETTERIA FUSELLA S.R.L.,2734870120.0,151209,Varese,Lombardia,www.pelletteriafusella.com,,,,,,,
GAFFE - SOCIETA' A RESPONSABILITA' LIMITATA,986130342.0,151209,Parma,Emilia-Romagna,francodessi.it,,,,,,,
ARCHIVIO SRL,4083610248.0,151209,Vicenza,Veneto,carlille.it,,,,,,,
CALZATURIFICIO FRANCESCHETTI S.R.L.,985770445.0,152010,Fermo,Marche,franceschetti.it,,,,,,,
GY-TAL SHOES S.R.L.,437920507.0,152010,Pisa,Toscana,www.gytalshoes.com,,,,,,,
LA MANUELITA S.R.L.,1597530433.0,152010,Fermo,Marche,manuelitaitaly.com,,,,,,,
2ME LAB. S.R.L.,6479570969.0,151209,Milano,Lombardia,www.2mestyle.com,,,,,,,
BLUE STAR SRL,1936510443.0,152010,Fermo,Marche,www.lucaguerrini.com,,,,,,,
F.A.P. ITALIA S.R.L.,2411480169.0,151209,Milano,Lombardia,www.fapitalia.it,,,,,,,
PER-PEL S.R.L.,1507340246.0,151100,Vicenza,Veneto,www.perpel.com,,,,,,,
B 2 - S.R.L.,1053850465.0,152000,Lucca,Toscana,www.calzaturificiob2.it,,,,,,,
LADY SHOES S.R.L.,4047040615.0,152010,Caserta,Campania,www.lady-shoes.it,,,,,,,
DUPELCO DI DUSINI NICOLA S.R.L.,334440229.0,151100,Trento,Trentino-Alto Adige,www.piodusini.it,,,,,,,
ZETAPELLI S.R.L.,1320810243.0,151100,Vicenza,Veneto,www.zetapelli.it,,,,,,,
EGO S.R.L.,2080790542.0,151209,Perugia,Umbria,egosrl.it,,,,,,,
CONCERIA MA.BO.PELL SRL,2795460241.0,151100,Vicenza,Veneto,www.mabopell.it,,,,,,,
FLECS S.R.L.,2444590612.0,152010,Caserta,Campania,http://www.flecs.com,,,,,,,
MEDITERRANEO S.R.L. UNIPERSONALE,1698410675.0,151209,Pescara,Abruzzo,www.mediterraneopelle.com,,,,,,,
ANDREA DEL VECCHIO SOLUZIONI ESCLUSIVE S.R.L.,4004060283.0,151209,Padova,Veneto,andreadelvecchio.com,,,,,,,
SCHEDONI S.R.L.,2797190366.0,151209,Modena,Emilia-Romagna,schedoni.com,,,,,,,
CALZATURIFICIO ARTIGIANA SCARPE S.R.L.,5341741212.0,152010,Napoli,Campania,www.artigianascarpe.com,,,,,,,
MAGICA - S.R.L.,718720121.0,151209,Varese,Lombardia,www.mgk.it,,,,,,,
CALZATURIFICIO SPINNAKER S.R.L.,2138720509.0,152010,Pisa,Toscana,www.calzaturificiospinnaker.it,,,,,,,
BLUBOX S.R.L.,8036690967.0,151209,Bologna,Emilia-Romagna,www.spaldingbros.com,,,,,,,
ROTTA S.R.L.,2278170234.0,152010,Verona,Veneto,www.guglielmorotta.it,,,,,,,
DONNA SOFT S.R.L.,1124830439.0,152010,Macerata,Marche,mot-cle.it,,,,,,,
ACCOPPIATURA RICCARDO S.R.L.,1736560440.0,152020,Fermo,Marche,www.accoppiaturariccardo.it,,,,,,,
BENERICETTI S.R.L.,1561830504.0,151100,Pisa,Toscana,www.benericettipolska.com,,,,,,,
PANTANETTI SOCIETA' A RESPONSABILITA' LIMITATA,2008540441.0,152010,Fermo,Marche,www.pantanetti.it,,,,,,,
GREEN LEATHER S.R.L.,3108070248.0,151100,Verona,Veneto,www.greenleather.it,,,,,,,
ROSIS SRL,1094290432.0,152020,Macerata,Marche,www.remattostyle.it,,,,,,,
CONCERIA DALLA BARBA S.R.L.,1777000249.0,151100,Vicenza,Veneto,www.conceriadallabarba.eu,,,,,,,
ARTE PELLETTIERI S.R.L.,6108350486.0,151209,Firenze,Toscana,www.artepellettieri.it,,,,,,,
SAINT FERRY S.R.L.,339810442.0,152010,Fermo,Marche,www.koil.it,,,,,,,
CALZATURIFICIO GAL.MEN S.R.L.,1039880446.0,152010,Fermo,Marche,natude.it,,,,,,,
MASCA PROGETTO BORSA S.R.L.,3809800166.0,151209,Bergamo,Lombardia,www.mascapb.com,,,,,,,
CASLAM SRL,2712770649.0,151100,Avellino,Campania,www.caslam.it,,,,,,,
SUTORIUS S.R.L.,6495280486.0,152010,Firenze,Toscana,www.pakerson.it,,,,,,,
GEMAX GROUP S.R.L.,6966571215.0,152010,Napoli,Campania,www.gemaxgroup.it,,,,,,,
GOLDENFIT S.R.L.,5368250725.0,152010,Barletta-Andria-Trani,Puglia,www.goldenfit.it,,,,,,,
ELATA SALVATORE NICOLAZZO S.R.L.,39690755.0,152010,Lecce,Puglia,elata.it,,,,,,,
ANDREW S.R.L.,3138390269.0,152000,Treviso,Veneto,andrewshoes.com,,,,,,,
MY LADY S.R.L.,906720446.0,152020,Fermo,Marche,myladysrl.it,,,,,,,
FA.BO.SS. S.R.L.,12342130155.0,151209,Milano,Lombardia,www.logistica-piacenza.it,,,,,,,
CALZATURIFICIO LORENZI SRL,985170448.0,152010,Fermo,Marche,www.lorenzishoes.it,,,,,,,
CALZATURIFICIO TOGI S.R.L.,4297300610.0,152010,Caserta,Campania,www.togisrl.it,,,,,,,
BELLO S.P.A.,4593730650.0,151100,Salerno,Campania,www.conceriabello.it,,,,,,,
CONCERIA MARCA TORO S.R.L.,245760509.0,151100,Pisa,Toscana,www.marcatoro.it,,,,,,,
DUCA S.R.L. - UNIPERSONALE,2406800249.0,151100,Vicenza,Veneto,www.ducapellami.com,,,,,,,
M.P.E. S.R.L.,230000507.0,151100,Pisa,Toscana,mpesrl.net,,,,,,,
GALLETTI & CARLINI S.R.L.,1415780483.0,151209,Firenze,Toscana,www.galletti-pelletterie.it,,,,,,,
STIRATRICE M.C. DI RICCI DONATELLA S.R.L.,905990503.0,151100,Pisa,Toscana,www.stiratricemc.com,,,,,,,
PERA CARLO SHOES - S.R.L.,1276670468.0,152010,Lucca,Toscana,www.lunet.it/aziende/pera,,,,,,,
GABRIEL S.R.L.,6743680487.0,151209,Firenze,Toscana,www.maisongabriel.it,,,,,,,
ATLANTE FINISH - S.R.L.,940160500.0,151100,Pisa,Toscana,www.atlantefinish.it,,,,,,,
