Ragione sociale,Website,URLPositivo,Profondità,Significativo,EsitoRichiesta,CodiceRisposta
Calzaturificio Cristian Srl,https://calzaturificiocristian.com/,,,,SUCCESSO,200.0
Spinnaker Srl,http://www.spinnakergroup.it/contact.aspx,,,,SUCCESSO,404.0
Calzaturificio La Bolognese P.a. Di Paolo E Andrea Gabbiani Snc,https://italy.globaldatabase.com/company/calzaturificio-la-bolognese-p-a-di-paolo-e-andrea-gabbiani-snc,,,,SUCCESSO,200.0
Step Italia Srl,https://italy.step.org/,,,,SUCCESSO,403.0
M.a.d.a. Di Di Galante Marco & C. - S.n.c.,https://www.yelp.com/biz/m-a-d-a-di-di-galante-marco-altopascio,,,,SUCCESSO,200.0
Cofi S.r.l.,https://www.cofi-ignition.com/home-eng/,,,,SUCCESSO,200.0
Abacab Shoes Di Alessandri A. & C. Sas,https://www.sasshoes.com/store-details/?StoreID=145,,,,SUCCESSO,200.0
Bernardi S.n.c. Di Bernardi S. E Michelini D.,https://www.dnb.com/business-directory/company-profiles.bernardi_snc_di_bernardi_paolo__armin.31098732f76e14dad2625e66fd38ac96.html,,,,SUCCESSO,403.0
Versilia Calzature S.a.s. Di Donati Serena & C.,https://www.versiliacalzature.it/,,,,SUCCESSO,200.0
Lottini Di Loris Lottini & C. Snc,https://atoka.io/public/en/company/lottini-di-loris-lottini-c-snc/7c0e8a7f08e3,https://cloudsecurityalliance.org/star/registry/spaziodati-s-r-l,2.0,False,SUCCESSO,200.0
Calzaturificio Emmedue Di Balducci Donati & C. Sas,https://balducci.it/about/,,,,SUCCESSO,200.0
Calzaturificio Ducal Di Sani Sauro E C. S.a.s.,https://www.coobiz.it/azienda/firenze-produzione-calzature/co1626002,,,,SUCCESSO,200.0
Calzaturificio Tacchificio Rm Snc Dei Fratelli Stefani,https://www.ufficiocamerale.it/8387/calzaturificio-tacchificio-rm-snc-dei-flli-stefani,,,,SUCCESSO,200.0
Calzaturificio Cory - S.r.l.,https://www.patriziashoes.com/en/the-company/calzaturificio/,,,,SUCCESSO,200.0
B.m.v. Commerciale S.r.l.,https://www.dnb.com/business-directory/company-profiles.bm_commerciale_srl.085c9e21dbcffa506741e1058a873bd7.html,,,,SUCCESSO,403.0
Clauton Sas Di Carmignani Stefano & C.,https://www.fatturatoitalia.it/clauton_sas_di_carmignani_stefano_c-01606230504/,,,,SUCCESSO,200.0
Bercini Maria & C. S.a.s.,https://www.dnb.com/business-directory/company-profiles.bertini_sas_di_barboni_maria_e_c.29ab6aa52325e101f0233c85097e4b1b.html,,,,SUCCESSO,403.0
De-ma Di Della Vecchia Michele & C. - S.n.c.,https://www.companyreports.it/de_ma_di_della_vecchia_michele_c_snc-00967110503,,,,SUCCESSO,200.0
Sicla S.n.c.- Di Enzo Donnini & Mauro Listanti,https://www.worldfootwear.com/news/capri-holdings-acquires-the-italian-shoemaker-sicla/9708.html,,,,SUCCESSO,200.0
Calzaturificio Silvia Di Galletti Massimo E C. S.n.c.,https://www.assocalzaturifici.it/chi-siamo/,,,,SUCCESSO,200.0
Calzaturificio Alfa Di Gioviti Mario & C. S.n.c.,https://www.dnb.com/business-directory/company-profiles.calzaturificio_alfa_di_gioviti_mario_biancheri_andrea__c_sas.3a977d0643608dbd3fb76d2c54d42f18.html,,,,SUCCESSO,403.0
Fontanelli Riccardo Snc,https://www.dnb.com/business-directory/company-profiles.fontanelli_riccardo_snc.a3691cc9ca0e6b56ede03af039b100e4.html,,,,SUCCESSO,403.0
Ferradini Bruno Srl,https://www.ferradinibruno.it/,,,,SUCCESSO,200.0
Cini E Passaponti - S.n.c.,https://www.dnb.com/business-directory/company-profiles.gest_cini_e_passaponti_srl.ead509833e6721906b8239ffaa945cf4.html,,,,SUCCESSO,403.0
Calzaturificio Lady Kent Snc Di Campinoti Roberto & C,https://www.dnb.com/business-directory/company-profiles.calzaturificio_lady_kent_snc_di_campinoti_roberto__c.7aba52825b3c2834739704dc1a856511.html,,,,SUCCESSO,403.0
Calzaturificio Fratelli Caponi Srl,http://www.calzaturecappellini.it/,,,,SUCCESSO,200.0
Lucem Di Cesani Maria Teresa E C Snc,https://www.dnb.com/business-directory/company-profiles.lucem_di_cesani_maria_teresa_e_c_snc.e14902b7f453277e2f0846e13e2b9a91.html,,,,SUCCESSO,403.0
R.e.g. Srl,https://www.rge.it/en_GB/,,,,SUCCESSO,200.0
B.n. Shoes Srl,https://bngrealshoes.com/,,,,SUCCESSO,200.0
Calzaturificio Magrini Srl,https://www.linkedin.com/company/calzaturificio-magrini-s.r.l.,https://www.linkedin.com/pulse/topics/home/?trk=organization_guest_guest_nav_menu_articles,2.0,False,SUCCESSO,200.0
Domina Srl,https://www.dominashoes.com/,,,,SUCCESSO,200.0
Calzaturificio Gabriella Srl,https://www.bloomberg.com/profile/company/4270797Z:IM,,,,SUCCESSO,200.0
Bartoli Srl,https://www.gruppobartoli.com/,,,,SUCCESSO,200.0
Testi Giovanni,https://www.giovannitesti.com/,,,,SUCCESSO,200.0
Suolificio Duchini Snc Di Duchini Marino & C,https://www.ufficiocamerale.it/2452/suolificio-duchini-snc-di-duchini-marino-c,,,,SUCCESSO,200.0
Federico Di Ucci Assunta,https://www.dnb.com/business-directory/company-profiles.federico_di_ucci_assunta.c49e41670e185eb538aaffbafdd4e850.html,,,,SUCCESSO,403.0
Moving Calzature Srl,https://www.dnb.com/business-directory/company-profiles.moving_calzature_srl.d6ee5aa7646535619581b392f5a0309d.html,,,,SUCCESSO,403.0
Calzaturificio Lorex Snc Di Gianneschi E. E Chelini L.,https://italy.globaldatabase.com/company/calzaturificio-lorex-s-n-c-di-gianneschi-e-e-chelini-l,,,,SUCCESSO,200.0
New Capriccio Di Fava T. & C. Snc,https://www.dnb.com/business-directory/company-profiles.new_capriccio_di_fava_t__c_snc.6c9286fb4636c07f38d8276bcc44ccb6.html,,,,SUCCESSO,403.0
Fashion Style Di Quintini Rossana,https://www.harpersbazaararabia.com/culture/interiors/design/cover-star-milanese-gallerist-rossana-orlandi,,,,SUCCESSO,403.0
Co.a.m. Snc,https://www.sncorp.com/,,,,SUCCESSO,200.0
Dani Franco,https://www.youtube.com/watch?v=VJdnEl-EkI0,,,,SUCCESSO,200.0
Calzaturificio T.l.c. Srl,https://www.calzaturificiogensi.com/en/,,,,SUCCESSO,200.0
Rusam Srl,https://www.bloomberg.com/profile/company/1330483D:IM,,,,SUCCESSO,200.0
Calzaturificio E Zoccolificio Cerri Di Cerri Ugo & C. Sas,https://www.yelp.com/biz/calzaturificio-e-zoccolificio-cerri-porcari-2,,,,SUCCESSO,200.0
Calzaturificio Marradini Di Marradini Gisberto,https://www.dnb.com/business-directory/company-profiles.calzaturificio_la_toscana_di_marradini_gisberto__c_sas.a38d799249aa20953e058bf22a089630.html,,,,SUCCESSO,403.0
Calzaturificio Giselle Di Millotti Natalfranco & C. Snc,https://cristinamillotti.it/,,,,SUCCESSO,200.0
"Aladino Baby Snc Di Giancarlo Paolo Andrea Pelli, Alberto Pelli E Marco Pelli",https://www.paginebianche.it/pontassieve/aladino-baby-giancarlo-paolo-andrea-pelli-alberto.7151207,https://quifinanza.it,2.0,False,SUCCESSO,200.0
Piesse Srl,https://www.piessesrls.com/,,,,SUCCESSO,200.0
Capitelli Bruno,https://link.springer.com/book/10.1007/978-1-4419-8172-1,https://www.apress.com,2.0,False,SUCCESSO,200.0
Fercus International Srl,https://www.focusinternational.biz/,,,,SUCCESSO,200.0
Calzaturificio M.c.m. Srl,https://www.italianshoes.com/en/calzaturificio-marcos-a-family-business-with-an-international-spirit/,https://www.italianshoes.com/en/workshop-sneakers-made-from-waste-material,2.0,True,SUCCESSO,200.0
Fabianelli Umberto,https://www.italianmoda.com/storefronts/fabianelli/,,,,SUCCESSO,200.0
Tomaificio R.c. Di Corti Riccardo & C. Sas,https://www.dnb.com/business-directory/company-profiles.tomaificio_rc_di_corti_riccardo__c_sas.e0796d2fe081c4d724e46a28df2524b9.html,,,,SUCCESSO,403.0
Suolificio M2 Srl,http://www.suolificioquality.it/eng/about-us.html,,,,SUCCESSO,200.0
Calzaturificio Max S.r.l.,https://www.dnb.com/business-directory/company-profiles.calzaturificio_max_shoes_srl.0a382770a955ba3903eec5c7f2500ea0.html,,,,SUCCESSO,403.0
Antonella Srl,https://www.antonella.it/index.php/en/company,,,,SUCCESSO,200.0
"Calzaturificio Dama Di Scardigli, Ramacciotti & C. Snc",https://registroaziende.it/azienda/calzaturificio-dama-snc-di-scardigli-ramacciotti-capannori,,,,SUCCESSO,200.0
Dino & Figli Srl,https://www.diddidino.com/,,,,SUCCESSO,200.0
Bunny Shoes Di Fabio E Riccardo Bargi E C. Sas,https://www.europages.co.uk/BUNNY-SHOES-DI-FABIO-E-RICCARDO-BARGI-E-C-SAS/SEAC004852444-001.html,,,,SUCCESSO,200.0
River Group Srl,https://www.river-group.it/,,,,SUCCESSO,200.0
Calzature Girasole Sas Di Gaspari Maria Teresa E C.,https://www.dnb.com/business-directory/company-profiles.calzature_girasole_sas_di_gaspari_maria_teresa_e_c.b34022ed22a30c697b0bb6d512927499.html,,,,SUCCESSO,403.0
Ciesse Di Cosi Marisa E Sequi Mario S.n.c.,https://www.baume-et-mercier.com/us/en/stores/details.002210.ciesse-snc-di-candeo-monica.html,,,,SUCCESSO,200.0
Calzaturificio Mapians Di Pescini Mario & C. Snc,https://www.yelp.com/biz/calzaturificio-mapians-dei-fratelli-pescini-fucecchio,,,,SUCCESSO,200.0
Si.fe Di Bertolucci E Lucchesi S.n.c.,https://www.lanazione.it/lucca/cronaca/e-le-campane-tornarono-a-suonare-fc8o97af,,,,SUCCESSO,200.0
Francesca Di Rossi Roberto,https://en.wikipedia.org/wiki/Francesca_Rossi,,,,SUCCESSO,200.0
Calzaturificio T.a.g. Srl,https://www.patriziashoes.com/en/the-company/calzaturificio/,,,,SUCCESSO,200.0
Tomaificio Marin Di Marin Roberto & C. S.n.c.,https://www.ufficiocamerale.it/2817/tomaificio-marin-di-marin-roberto-c-snc,https://cloud.google.com/sustainability/region-carbon,2.0,False,SUCCESSO,200.0
Calzaturificio Seven Sas Di Cervelli Alessandro & C.,https://www.dnb.com/business-directory/company-profiles.calzaturificio_seven_sas_di_cervelli_alessandro__c.7ef8a8755c0d8a9ce4d466a5b78cda61.html,,,,SUCCESSO,403.0
Top Design Di Finotello G. E C.-snc,https://www.coobiz.it/azienda/buggiano-modellista-sviluppo/co1632169,,,,SUCCESSO,200.0
Immobiliare Eli Di Pagliai Albertina & C. Sas,https://www.ufficiocamerale.it/8737/immobiliare-eli-di-pagliai-albertina-c-sas,,,,SUCCESSO,200.0
King Shoes Sas Di Giulianetti Elena & C.,https://www.facebook.com/Kingshoes.vnn/,,,,SUCCESSO,200.0
Mar.cor. S.r.l.,https://mcpur.com/,,,,SUCCESSO,200.0
Jolly Riparazioni Di Romagnoli Divo & C. Snc,https://www.facebook.com/jollyriparazionichianciano/,,,,SUCCESSO,200.0
Calzaturificio Serena Di Santini Silvano & C. -s.n.c.,https://sultana1962.com/,,,,SUCCESSO,200.0
Calzaturificio 3-bis Snc Di Barbagli Mario & Barbagli Eliseo,https://www.patriziashoes.com/en/the-company/calzaturificio/,,,,SUCCESSO,200.0
Tranceria Giovanni S.a.s. Di Viscusi Giovanni & C.,https://italy.globaldatabase.com/company/tranceria-giovanni-s-a-s-di-viscusi-giovanni-c,,,,SUCCESSO,200.0
Tacchificio Il Diamante Sas Rifinitura Tacchi E Suola Di Petrucci Alfiero E C.,https://www.ufficiocamerale.it/3688/tacchificio-il-diamante-sas-rifinitura-tacchi-e-suola-di-petru-cci-alfiero-e-c,,,,SUCCESSO,200.0
Tacchificio Il Corvo Dei F/lli Petrucci S.n.c.,https://www.ufficiocamerale.it/7809/tacchificio-il-corvo-dei-flli-petrucci-snc,,,,SUCCESSO,200.0
Zoccolificio F.d. Di Montanelli Flavio & Secci Dina - S.n.c.,https://www.zoccolimania.it/sandali-e-accessori-consigliati/zoccoli-artigianali-italiani/,,,,SUCCESSO,200.0
Fabbri Calzature Di Fabbri Mario,https://www.sergiofabbri.com/,,,,SUCCESSO,200.0
Tomaificio Sharon S.d.f. Di Baldi Mariarosa & C.,https://www.tomaificioar.it/,,,,SUCCESSO,200.0
Gomar Di Goracci Alfio E C. S.n.c.,https://www.impresaitalia.info/mstdb80016244/firenze-stile-srl/sesto-fiorentino.aspx,,,,SUCCESSO,200.0
Tomaificio Guardolificio B.r.m. Di Bianchi Roberto,https://www.brmgroup.it/,,,,SUCCESSO,200.0
Calzaturificio Ribot Di Nicastro Antonio & C. S.n.c.,https://www.ufficiocamerale.it/5697/calzaturificio-ribot-di-nicastro-antonio-c-snc,,,,SUCCESSO,200.0
Effeci Snc Di Baiera Michele E C.,http://www.effecisnc.it/,,,,SUCCESSO,503.0
Simbra Di Damiani Silvana E Albertini Maria,https://www.storiaememoriadibologna.it/archivio/persone/albertini-alfonsina-dettoa-maria,,,,SUCCESSO,500.0
A. E G. Dei Fratelli Bertolozzi Alessandro E Giovanni - S.n.c.,https://do24.it/companies/193505/a-e-g-dei-fratelli-bertolozzi-alessandro-e-giovanni/,,,,SUCCESSO,404.0
Soof Di Balducci Marco E Massimiliano Snc,http://www.soof.it/,,,,SUCCESSO,200.0
Rifinitura Suole Sabri Di Dolfi Alfiero & C. S.n.c.,https://local.italy724.info/en/rifinitura-suole-sabri-di-dolfi-alfiero-c-snc-39-0573-838331.html,,,,SUCCESSO,200.0
Tranceria Alessandro Di Giacomelli Alessandro & C. S.n.c.,https://www.dnb.com/business-directory/company-profiles.studio_struttura_sas_di_giacomelli_dott_alessandro__c.426212afe70bd131f1c6c77a5d605da7.html,,,,SUCCESSO,403.0
Tranceria Romani Dei Fratelli Romani Giorgio & Raffaello Snc,https://www.paginegialle.it/capannori-lu/forniture-calzature/tranceria-romani-fratelli-romani-giorgio-raffaello,https://quifinanza.it,2.0,False,SUCCESSO,200.0
Orfeo Di Rinaldi Roberto & C. Snc,https://www.misterimprese.it/toscana/lucca/porcari/calzaturifici-e-calzolai-fornitori/1258869.html,,,,SUCCESSO,200.0
C & M Di Gottardini Aldo & C. S.a.s.,https://www.dnb.com/business-directory/company-profiles.c__m_di_aldo_gottardini__c_snc.13f6206516a7b71c19c75898dd216c36.html,,,,SUCCESSO,403.0
Rifinizione Per Calzature G.f. Di Bonta' Luigi E Figli S.n.c.,https://www.dnb.com/business-directory/company-profiles.rifinizione_per_calzature_gf_di_bonta_luigi_e_figli_snc.fca5d2e429a7ca94ec1dcefc5ce5a20c.html,,,,SUCCESSO,403.0
Tomaificio Mowgli Snc Di Davi Alessandro & C.,https://www.dnb.com/business-directory/company-profiles.tomaificio_mowgli_snc_di_davi_alessandro__c.87c2f15101aaf8723c12d6d0b647ccd3.html,,,,SUCCESSO,403.0
Tomaificio Il Faro Di Bachi Roberto & C. S.n.c.,https://www.yelp.com/biz/tomaificio-il-faro-di-bachi-roberto-s-miniato,,,,SUCCESSO,200.0
Fide S.a.s. Di Nazzi Daniele & C.,https://www.dnb.com/business-directory/company-profiles.fida_di_nasca_daniele__c_sas.ba6d3b25df1738ab9d93d282b6a953c7.html,,,,SUCCESSO,403.0
Moda 2 Calzaturificio Di Polvere Gennaro E Polvere Claudio - S.n.c.,https://www.dnb.com/business-directory/company-profiles.moda_2_calzaturificio_di_polvere_gennaro_e_polvere_claudio_snc.e2f1487fa7fafa9ded43265a4ed7ecd2.html,,,,SUCCESSO,403.0
Tranceria Pamela Di Guerrieri Alessandro E Varignani Silvano - S.n.c.,https://www.tuugo.it/Companies/tranceria-pamela-di-guerrieri-alessandro-e-varignani-silvano/0170002251162,,,,ERRORE,
B.s.b. Di Bacci Carlo E C. S.n.c.,https://www.dnb.com/business-directory/company-profiles.bs_di_bacci__saviozzi_lia_snc.6fc543196d59475c5123bb09ca5d0870.html,,,,SUCCESSO,403.0
Esseci Di Stornello Angela Rosa E Colzi S.n.c.,https://www.yelp.com/biz/esseci-di-stornello-and-colzi-signa,,,,SUCCESSO,200.0
"Vivan Di Mele Vincenzo & C. Snc Produzione Calzature, Abbigliamenti In Pelle",https://www.dnb.com/business-directory/company-profiles.vivan_di_mele_vincenzo__c_snc_produzione_calzature_abbigliamenti_in_pelle.6bf9c06bac67ab9a21977bef0907a8a9.html,,,,SUCCESSO,403.0
"Calzaturificio Rita Di Goretti, Mealli &mealli S.n.c.",https://www.assocalzaturifici.it/en/home-en/,,,,SUCCESSO,200.0
Tomaificio Cenci S.n.c. Di Cenci Renza E Gasparri Alessio,https://www.dnb.com/business-directory/company-profiles.tomaificio_cenci_srl.2d641221edd4898ca602d73915325ddb.html,,,,SUCCESSO,403.0
E.l.p. S.a.s. Di Zazzeri Luca E C.,https://www.archiproducts.com/it/zazzeri,,,,SUCCESSO,403.0
Tomaificio Calciano - S.a.s. Di Calciano Angelo E C.,https://www.gazzetta.it/Calcio/Serie-A/Napoli/27-05-2024/conte-napoli-intesa-sulla-base-di-8-milioni-e-il-tecnico-chiede-oriali.shtml,,,,SUCCESSO,200.0
"R.p.m. Sdf Di Reali, Piccirillo, Mazzi E Ragionieri",http://infinity.gruppopiccirillo.it/WS/jsp/promo.jsp?m_zSite=GRPIC,,,,SUCCESSO,200.0
Tomaificio Derby Di Beconcini Giuseppe & Sorri Mauro S.n.c.,https://www.yelp.com/biz/tomaificio-derby-di-beconcini-giuseppe-e-sorri-mauro-fucecchio,,,,SUCCESSO,200.0
Barbi Di Tocchini & C. S.n.c.,https://www.coobiz.it/azienda/porcari-lavorazione-calzature/co1627430,,,,SUCCESSO,200.0
Tranceria E Aggiunteria Micheli Dante & C. - S.n.c.,https://www.impresaitalia.info/mstdb80854390/tranceria-e-aggiunteria-micheli-dante-e-c-snc/capannori.aspx,,,,SUCCESSO,200.0
Tomaificio Ponte Di Bulleri Giancarlo & C. Snc,https://www.dnb.com/business-directory/company-profiles.tomaificio_ponte_di_bulleri_giancarlo__c_snc.72ce654d5622e0a34d98fbc8e60b2988.html,,,,SUCCESSO,403.0
F.lli Buonaguidi Raffaello E Giuseppe S.n.c.,https://www.dnb.com/business-directory/company-profiles.flli_buonaguidi_raffaello_e_giuseppe_snc.94e46bddaf61b91763440439558bce21.html,,,,SUCCESSO,403.0
Tranceria Giorgio Di Pacini Alessandra E C. - S.n.c.,https://scholar.google.com/citations?user=Krxo67sAAAAJ,,,,SUCCESSO,429.0
Fam Di Petroni M.& C. S.a.s.,https://www.dnb.com/business-directory/company-profiles.fam_di_petroni_massimiliano_sas.d40a1b54979016bf0a9705a21a6d7575.html,,,,SUCCESSO,403.0
Master Di Tognetti Alberto & Tognetti Ivan S.n.c. Abbreviabile In Master S.n.c.,http://musicweb-international.com/film/2003/Dec03/master_and_commander.html,https://www.musicweb.uk.net/film/2000/Sept00/On_the_Beach.html,2.0,False,SUCCESSO,200.0
Taccetti Fratelli,https://taccetti.gruppoflorence.it/en/,,,,SUCCESSO,200.0
Marilyn Di Solinas & C. - S.d.f.,https://local.italy724.info/en/marilyn-di-solinas-c-sdf-39-0571-23988.html,,,,SUCCESSO,200.0
Nutini & Cesaretti,https://www.findagrave.com/memorial/110513624/bruna-nutini,,,,SUCCESSO,200.0
Calzaturificio Bobo Shoes Srl,http://boboshoes.it/,,,,SUCCESSO,200.0
Calzaturificio Gielle Srl,https://gielleviareggio.shop/,,,,SUCCESSO,200.0
Calzaturificio Alessio Di Paganelli Bonfanti Roberto,https://www.dovershop.it/About-us.htm,,,,SUCCESSO,404.0
Nuti Due S.p.a.,https://www.zoominfo.com/c/nuti-due-spa/468414584,,,,SUCCESSO,403.0
Calz.icio Al.si.li.ba Di Porretta Aldo E Lido S.n.c.,https://www.guidamonaci.it/gmbig/main.php?p=comp_prof01&id=350518152333111,,,,SUCCESSO,200.0
Calzaturificio Alfa S.r.l.,https://www.calzaturificiogensi.com/en/,,,,SUCCESSO,200.0
Manuel International Di Guidi Graziano,https://en.wikipedia.org/wiki/Manlio_Graziano,,,,SUCCESSO,200.0
Carol Srl,https://www.carol.srl/en/home-english/,,,,SUCCESSO,200.0
Al.sa.mo. Srl,https://www.dnb.com/business-directory/company-profiles.almo_srl.c11be45f5ee90cc9bc56ae299ddfc384.html,,,,SUCCESSO,403.0
Nuti Due Di Nuti Marco,https://www.raiplay.it/video/2021/05/Domenica-In-Festa-per-Francesco-Nuti-la-figlia-e-Marco-Masini-cantano-la-sua-canzone-ffaf6b4c-38c6-4b4b-9381-7df47daa742f.html,,,,SUCCESSO,200.0
Calzaturificio La Toscana Sas Di Spitaletta Anna Maria & C.,https://www.misterimprese.it/toscana/pistoia/monsummano-terme/calzature-produzione-e-vendita-ingrosso/1266892.html,,,,SUCCESSO,200.0
Lenci Gianni Srl Unipersonale,https://www.bloomberg.com/profile/company/0930000D:IM,,,,SUCCESSO,200.0
Calzaturificio Frediani Sas Di Frediani Tecla & C.,https://www.paginebianche.it/lamporecchio/calzaturificio-frediani-frediani-tecla-c.1497899,https://quifinanza.it,2.0,False,SUCCESSO,200.0
Cristin Di Kristo Adrian Thoma,https://scenesofacrime.com/,,,,SUCCESSO,200.0
Calzaturificio Pamar Srl,https://www.calzaturificiopamar.it/,,,,SUCCESSO,200.0
Calzaturificio Di Agnese Srl,https://www.misterimprese.it/toscana/lucca/lucca/calzature-produzione-e-vendita-ingrosso/1252952.html,,,,SUCCESSO,200.0
Calzaturificio Kicca Trend Srl,http://www.kiccatrend.it/,,,,ERRORE,
F.a.s.e. Srl,http://www.fasesrl.com/IT/,,,,SUCCESSO,200.0
Solettificio Fabrizio Srl,https://koinoscapital.com/2024/01/26/tre-zeta-group-new-acquisition-to-create-luxury-shoe-soles-integrated-player/,,,,SUCCESSO,200.0
Solettificio Roby Di Migliacci Giuseppe & C. Snc,https://www.fatturatoitalia.it/solettificio_piemme_snc_di_migliacci_pietro_c-01512950500/,,,,SUCCESSO,200.0
Stil Suola Srl,http://www.stilsuola.it/,,,,SUCCESSO,200.0
Doroni Roberto,https://www.facebook.com/roberto.doroni/,,,,SUCCESSO,200.0
Parisi Manuela,https://www.facebook.com/public/Manuela-Parisi/,,,,SUCCESSO,200.0
New Castle Di Matteucci Sergio & C. S.a.s.,https://www.superyachttimes.com/companies/came-security-sas-di-riccardo-matteucci-c,,,,SUCCESSO,200.0
Michela Calzature Di Adobbato Carmine,http://www.michelleweb.it/collezione-donna-ai,,,,SUCCESSO,200.0
Famar Sas Di Falorni Antonella & C.,https://www.dnb.com/business-directory/company-profiles.famar_sas_di_falorni_antonella__c.de2a1b0966d1bb7f2ac06486bda9cffd.html,,,,SUCCESSO,403.0
Accoppiature Toscane Srl,https://www.ufficiocamerale.it/8756/accoppiature-toscane-srl,https://cloud.google.com/sustainability/region-carbon,2.0,False,SUCCESSO,200.0
Grazzini Giovanna Srl,https://www.linkedin.com/company/grazzini-giovanna-srl,https://www.linkedin.com/pulse/topics/home/?trk=organization_guest_guest_nav_menu_articles,2.0,False,SUCCESSO,200.0
Sutor Mantellassi Luxury Srl,https://www.mantellassi.com/en/,,,,SUCCESSO,200.0
Calzaturificio Mosa Srl,https://www.modaita.it/en/,,,,SUCCESSO,200.0
Fedemar Srl,https://www.dnb.com/business-directory/company-profiles.fedemar_srl.8e933e3c3a747ccafe03729244ce462c.html,,,,SUCCESSO,403.0
Titano Fashion Di Iezzi Ernani,https://www.yelp.com/biz/titano-fashion-di-iezzi-ernani-livorno,,,,SUCCESSO,200.0
Pentak Srl,https://www.pentek.it/pentek/,,,,SUCCESSO,200.0
Calzaturificio Lorex Srl,https://www.datamyne.com/supplier/2227089/calzaturificio-lorex-srl,,,,SUCCESSO,200.0
Calzaturificio Kory Srl,https://www.lucca.com/16220_en_calzaturificio_kory_srl_capezzano_pianore_zona_industriale_le_bocchette.htm,,,,SUCCESSO,200.0
Tre Zeta Group Srl,https://www.trezetagroup.com/,,,,SUCCESSO,200.0
Semper Calzature Srl,https://semperfootwear.com/about-semper/,,,,SUCCESSO,200.0
Pantod'or Di Buffi Enzo Claudio & C. Snc,https://www.dnb.com/business-directory/company-profiles.pantodor_srl.ac7d355a372dbbad796a1948e89552df.html,,,,SUCCESSO,403.0
Pantofolificio Franca Di Fazi Franca,https://www.pianellificiofranca.it/,,,,SUCCESSO,200.0
E.v.a. Plast Di Brocca Maria Antonietta,https://www.dnb.com/business-directory/company-profiles.eva_plast_di_brocca_maria_antonietta.bd9ed00d61a68e4fc34c6edd44ae5f30.html,,,,SUCCESSO,403.0
Nuova P.r. S.r.l.,https://www.nuovapr.it/,,,,SUCCESSO,200.0
Sabatini Calzature Srl,https://www.sabatinicalzature.com/,,,,SUCCESSO,200.0
Chiotti Paolo,https://www.fisiochiotti.com/,,,,ERRORE,
Cooperativa Centralpelle A R.l.,https://diario.elmundo.sv/nacionales/transacciones-ficticias-en-cooperativa-acude-de-rl-senala-informe-de-directiva,,,,SUCCESSO,200.0
Suolificio Pantera Srl,https://www.yelp.com/biz/suolificio-pantera-porto-s-elpidio,,,,SUCCESSO,200.0
Tacchificio Interplast Srl,https://www.dnb.com/business-directory/company-profiles.tacchificio_interplast_srl.6346fe307d5e1eb51fcef12f70be06c5.html,,,,SUCCESSO,403.0
Vis Srl,https://www.linkedin.com/company/vis-s-r-l-,https://www.linkedin.com/pulse/topics/home/?trk=organization_guest_guest_nav_menu_articles,2.0,False,SUCCESSO,200.0
Renzi Snc Di Renzi Angela & C.,https://www.misterimprese.it/marche/macerata/morrovalle/calzaturifici-e-calzolai-fornitori/1206206.html,,,,SUCCESSO,200.0
Dany Srl,https://www.dnb.com/business-directory/company-profiles.dany_srl.b0e853fc0ed4d031d45aa973ce84d068.html,,,,SUCCESSO,403.0
Italfussbett Srl,https://www.dnb.com/business-directory/company-profiles.italfussbett_srl.5ada952f030a1c901f899c32bf8a79e0.html,,,,SUCCESSO,403.0
Nuova California Di Mandolesi Raffaele,https://www.mandolincafe.com/forum/showthread.php?t=108754,,,,SUCCESSO,200.0
Tomaificio 4g Di Giuliani Giancarla & C. S.a.s.,https://italy.globaldatabase.com/company/tomaificio-4g-di-giuliani-giancarla-c-s-a-s,,,,SUCCESSO,200.0
Suolificio Mp Sas Di Carpani Marco & C.,https://www.impresaitalia.info/mstdb80012059/suolificio-mp-sas-di-carpani-marco-e-c/porto-sant-elpidio.aspx,,,,SUCCESSO,200.0
Calzaturificio Aurora Srl,https://auroradispecchia.com/,,,,SUCCESSO,200.0
Commerbas Srl,https://www.dnb.com/business-directory/company-profiles.commerbas_srl.bc3ae4689741ab8b76b0c4eec4da12d9.html,,,,SUCCESSO,403.0
C. Calzature Di Piroscia Angelo,https://www.coobiz.it/azienda/sarnano-fabbricazione-calzature/co9122592,,,,SUCCESSO,200.0
Gazzoli Enrico Srl,https://www.ufficiocamerale.it/3656/gazzoli-enrico,https://cloud.google.com/sustainability/region-carbon,2.0,False,SUCCESSO,200.0
Centro Stile E Sviluppo Prodotto Srl,https://www.portalecreditori.it/procedura?id=vaMD71E82A,,,,SUCCESSO,200.0
Nick Srl,https://www.linkedin.com/company/nick-s-r-l,https://www.linkedin.com/pulse/topics/home/?trk=organization_guest_guest_nav_menu_articles,2.0,False,SUCCESSO,200.0
Vallorani Gabriele,https://www.facebook.com/public/Gabriele-Vallorani/,,,,SUCCESSO,200.0
Calzaturificio R.e.f.a.c. Srl,https://www.dnb.com/business-directory/company-profiles.calzaturificio_refac_srl.86a5b5373ba8f996b5a71bbd71e1b56f.html,,,,SUCCESSO,403.0
Benni Paolo,https://www.facebook.com/public/Benni-Paolo/,,,,SUCCESSO,200.0
D.g. Di De Carolis Gianfranco,https://www.dnb.com/business-directory/company-profiles.de_carolis_gianfranco.4d634de18f32bc489feeb55f38272d06.html,,,,SUCCESSO,403.0
